Artist|Song|Lyrics
Drake|About the Game (Remix)|  (feat. Trey Songz)  [DRAKE:] It's Southern Smoke Boy ! Ho, Yeah, Uh huh It's Trey Songz and uh, D-R-A-K-K-E Ahahaha, the boy of summer are here man Ayo Trey, I got something mean for this one boy  [VERSE 1: DRAKE] Chances Are Most of the day you was lying around I made money thats why these girls eyeing me down By nineteen i might seem desitend for millions Promoters on my ass so im guessing they filled In i take q's from my big boy popz I 'm the only young dude that the big boys watch They getting foul on the star But its all eyes on me like im coppin some vows for the bar Get it guess not picture me not strive To land in the top ten slip in the top five Same thing in the top four trust im hot boy Maybe even the top three Trey you got me Now a day i peep they intrests Specialy when lifes bringing them pain and lately they been stressed Money making brothers should take notes See broke niggas is the problem and us is the scape goat Some body get the waiter they need a second plate a This knowledge if you ain't got it you could catch it later My money then lovers seperate for I commit the date up I put a split in the middle then i seperater  [Chorus: TREY SONGZ] It ain't about the rims on my truck Ain't about the ice on my watch Ain't about teh coop of my truck Baby its about the Game  [VERSE 2:] Ridin' low Layed back in the seat when I creep That's just how I roll With some fresh nice ones on my feet That's it goes And I'm tryin' to find a chick I can meet who ain't about the dough Cause it ain't all about that no more  [Chorus: TREY SONGZ] It ain't about the rims on my truck Ain't about the ice on my watch Ain't about teh coop of my truck Baby its about the Game  It ain't about the shoes that I've got Ain't about my dough or my rocks Ain't the life I live, it don't stop Baby it's about the game  [VERSE 3: TREY SONGZ] When you ask why I'm hustlin' in the streets that's just who I be Yo, I live for the dough, for the flow, for feelin' free Ain't too many other dudes you can choose to get this luxury But without it all I'm still about the game  [BRIDGE:] The haters wanna hate, but it ain't nothing Because the ladies choose to love me (they love me for what I do)  [Chorus x2: TREY SONGZ] It ain't about the rims on my truck Ain't about the ice on my watch Ain't about teh coop of my truck Baby its about the Game  It ain't about the shoes that I've got Ain't about my dough or my rocks Ain't the life I live, it don't stop Baby it's about the game  [VERSE 4:] Ridin' low Layed back in the seat when I creep That's just how I roll With some fresh nice ones on my feet That's it goes And I'm tryin' to find a chick I can meet who ain't about the dough Cause it ain't all about that no more  [BRIDGE:] The haters wanna hate, but it ain't nothing Because the ladies choose to love me (they love me for what I do)  [Chorus x2: TREY SONGZ] It ain't about the rims on my truck Ain't about the ice on my watch Ain't about teh coop of my truck Baby its about the Game  It ain't about the shoes that I've got Ain't about my dough or my rocks Ain't the life I live, it don't stop Baby it's about the game  
Drake|A Little Favour (GQ Freestyle)|  Diamonds hang around my neck, the crib is all finished No love for these bitches I said this year it’s all business It is a shame that a couple of ‘em are off limits No offence to my nigga, it’s just the industry is small We all lust for the same women You know the ones we saw before we came in it I know he ain't trippin’ I know I got a couple things that Lil’ Wayne dipped in Ain't ashamed to admit it, I be the same with it This shit is all about hits and misses The ones that you fuck and the ones that you wife up Don’t let them fuck your life up Half a mill to perform, I can’t let them fuck that shit up Plus I love the way my middle name looks when it’s lit up Jim Moore got me dressing like a leading man A little favour for a friend when I need a hand Young Frank, suits cut right always Just got a couple Warhol’s for my hallways New verses crush the hood like I’m driving into something Bitches on the kid like I’m Iverson of something Like a Sixer, since I sold 680 in my first Drizzy Drake, the only one that got the gift without the curse Swag!  
Drake|4PM in Calabasas|"  [Verse] Yeah, all you self promoters are janky We established like the Yankees This whole fuckin' game thankless We movin' militant but somehow you the one tankin' No limit to where I can take it And you know me as a Cris bottle sender Check picker-upper I thought we looked out for one another Saw us all as brothers in the struggle Too blessed to be humble I guess it's different in the city I come from All the sudden, I got people Showing how much they truly resent me They whole demeanor just spells envy, they tryna tempt me The higher I get, the less they accept me Even had the OG's tryna press me, ""Ha-ha-ha, ha"" No way out 'cause I'm already in it I'm not attending when I do a show and get a ticket Good business can clean millions, I got the vision I been had it since No Scrubs and No Pigeons Even back when I wasn't as poppin' When they told me take an R&B nigga on the road And I told 'em no and drew for Kendrick and Rocky I tried to make the right choices with the world watching ""Mike never tried to rap like Pac Pac never tried to sing like Mike"" Those my dad's words to me When I asked him how to make it in life And I always said my mother gave the greatest advice Look at me now, they look at me like the golden child Can't nobody hold me down, especially not right now Certain shit is just too wild to reconcile Take that, take that, no love in they heart so they fake that DiCaprio level the way they play that Damn, nigga, what is that? Y'all don't hear no songs, then hit my phone like you did that And you even hit my line like, ""Where you been at?"" It's always on some shit like— ""When can I get a favor?"" or ""Where my bitch at?"" Like I'm about to tell you where she been at Costa Careyes, I got her kidnapped She ain't sorry and I ain't sorry, it's too late for sorry Green, White, and Red on my body 'Cause I'm dipped in Ferrari All she wanna do is get high and listen to PARTY She complain, I tell the driver to drop her at Barneys My summer diet is just Rosé and calamari Look, now you got me started I'm the black sheep, rest in peace to Chris Farley I got a lot to lose 'cause in every situation I'm the bigger artist Always gotta play it smarter Y'all shook up, I'm here on the cookup Cameras pointing every time I look up That's why I gotta duck behind Chubb's shoulder Just to hit the Kush up—sponsorship dollars is sky high He be like, ""Drake, will you please stop smoking la la?"" Chubbs, why try? I'm a thug, I'ma die high Got the Rose pink tinted lenses, it's a Wednesday Architects takin' dimensions, they redoin' the entrance Yeah, redoin' the entrance Kinda like when you niggas drop On some again and again shit And you still never quite get it Meantime, Drizzy over there, tryna make you— Make you dance to this, yeah, I make you dance to this I rode big body, widebody, Calabasas road winder Sunshinin', waxed tires See Kris Jenner, I beep twice and I wave The rest of you boys, I blow Keysh right in your face Pistol by my bed, I'm sleep but I'm awake For that one night when niggas try and reach inside my safe Don't push me 'cause I'm way too uneasy nowadays These guys move so greezy nowadays I tell you my life and y'all don't believe me when I say it Save my stories for down the line I'm too ahead of the curve every time Just total the hits and see what you find You SWV 'cause you weak And I'm always, always on your mind  [Outro] Yeah, and we can't stop Make you dance to this I'ma make you One Dance to this A-ha-ha-ha, ha Bod breed, bod bwoi  "
Drake|5AM in Toronto|"  [Intro] Yeah, this on some ""old Tommy Campos Dice Raw” shit You know? For my niggas, though  [Verse] You underestimated greatly Most number ones ever, how long did it really take me? The part I love most is they need me more than they hate me So they never take shots, I got everybody on safety I could load every gun with bullets that fire backwards You probably wouldn't lose a single rapper Niggas make threats, can't hear 'em over the laughter Yeah, that's 'cause I'm headed to the bank, nigga Sinatra lifestyle, I'm just bein' frank with ya I mean, where you think she at when she ain't with ya? Wildin', doin' shit that's way out of your budget Owl sweaters inside her luggage, you gotta love it Damn, this shit could go on a tape Bitches lovin' my drive, I never give it a break Give these niggas the look, the verse, and even the hook That's why every song sound like Drake featurin' Drake Str8, Y pree? Why is it always me? Got us watchin' our words like there's wire taps on the team 'Cause I show love, never get the same outta niggas Guess it's funny how money can make change outta niggas For real, some nobody started feelin' himself A couple somebodies started killin' themself A couple albums dropped, those are still on the shelf I bet them shits would have popped if I was willin' to help I got a gold trophy from the committee for validation Bad press during the summer over allegations I ain't lyin', my nigga, my time is money That's why I ain't got time for a nigga whose time is coming A lot of niggas PR stuntin' like that's the movement And I'm the only nigga still known for the music I swear, fuck them niggas this year, I made Forbes list Nigga, fuck your list, everything's lookin' gorgeous Without me, rap is just a bunch of orphans But if I stay, then this shit is a bunch of corpses And me and my dread nigga from New Orleans Stashin' money like hoarders off multi-platinum recordings Eatin' like I’m seated at Swish, Sotto, and Joso's Nothing Was The Same, this shit for Ezee and Coco This shit for Karim, this shit for Jaevon, this shit for Julius, Milly Mill Boy, we do this shit for real All them boys in my will, all them boys is my Wills Anything happen to pop, then I got you like Uncle Phil Weezy been on that edge, you niggas just need to chill If anything happen to Papi, might pop a nigga for real Comin' live from the screwface, livin' out a suitcase But I'm feelin' good, Johnny got me pushin' two plates My weight up, I refused to wait up, I started a new race It's funny when you think a nigga blew up after Lupe Niggas treat me like I've been here for 10 Some niggas been here for a couple, never been here again I'm on my King James shit, I'm tryin’ to win here again A young nigga tryin' to win here again — man, what's up?  [Outro] Yeah, a young nigga tryin' to win here again If I like her, I just fly her to the city I'm in I got her drinkin' with your boy I got her fucked up, shorty, aww yeah  "
Drake|6 God|  [Produced by Boi-1da and SykSense]  [Intro] Rrrr Ting  [Verse] I'll admit it, I'll admit it Watch your motherfuckin' tone, boy, get hurt, boy (get hurt) Aww, here go another mo'fucker that don't understand The concept of puttin' money first, boy (first) I'm 'bout to hit you with the work, boy (work) I'm 'bout to hit you with the work, boy (work) I hate comin' through stuntin' on niggas that I know Ahh, that's the worst, boy (worst) I'll admit it, I'll admit it (I'll admit it) You haven't been the man for like a minute I told you that I'm in it for the long haul You can really get the business (get it) I'll admit it, I'll admit it (I'll admit it) Rolling swishers hittin' swishes Got me feelin' like a ball hog I don't pass 'em when I get it (naw) I'll admit it, I'll admit it You too worried 'bout the bitches I got one girl, and she my girl, and nobody else can hit it She'll admit it, she'll admit it She ain't fuckin' with you niggas And just like every single other thing in my life You can have her when I'm finished I hear the talk on road is I'm the shit, boy Phone call back home, shit is hot up in the 6, boy (hot up in the 6) Shit hot up in the 6 right now, shit hot up in the 6, boy (hot up in the 6) Shit is hot up in the 6 right now Come see us and get it fixed, boy Black Benz on the road, boy, already had a Rolls Royce Sold a couple Bentley last week, them were my old toys (man this shit is old) I give a fuck about old boy (man that boy old) I give a fuck about his squad, boy (man that thing old) I give a fuck about your mob, boy I'm the real 6 God, boy I'm about to say a true thing (yeah) I'm about to say a true thing (yeah) You was poppin' back when Usher wore a U-chain God damn, you changed I put it on 'erything, it's a Rrr Ting It's a OVO come through murk things I know you heard things Bitch, I know you heard things Yeah, I know you heard things, I know you I'm not new to this Coming from the motherfucking 6 side I'm not new to this Niggas wouldn't make it on this side I'm not new to this I'm not new, I'm not new Yeah, I know you heard things Nobody really likes us except for us Yeah, all I ever needed was the squad so that's what's up Yeah, my sound got the whole city in your way right now Yeah, so I don't give a fuck about what anybody sayin' right now  
Drake|6 Man|  [Verse 1] Boomin' out in South Gwinnett like Lou Will 6 man like Lou Will, 2 girls and they get along like I'm... (Louuuu) Like I'm Lou Will, I just got the new deal I am in the Matrix and I just took the blue pill No ho shit, no fuckin' ho shit, save that for your shit I don't need no fuckin' body, I run my own shit I told yah, thought I told yah, you didn't listen Fieri, I'm in the kitchen, I'm a magician I'm on it, I'm like MacGyver, I'm Michael Myers I kill careers and cut the lights off, this shit is frightenin' I knew it would end up like this, I'm fuckin' psychic Young, but I'm makin' millions to work the night shift  [Hook] Work the night shift Young, but I'm makin' millions to work the night shift (Work, work the night shift)  [Verse 2] Young but I'm gettin' every single motherfuckin' thing I'm owed You gotta know I'm here to fuck with nigga's souls, my heart is cold It's prolly cause I'm from the snow, with all my woes I know they wanna see me go, I'm on a roll I mean I'm back on this again, I'm here again You know the truth, let's not pretend, I'm not your friend Not your guy, I'm not your buddy, show no lovin' I might go DeMarcus Cousins out in public Man, I'm back on this again, I'm here again I didn't do this fuckin' tape for CNN I am not tryna win awards, that shit looked forced It's nothin' like this Young, but I'm makin' millions to work the night shift (Louuuu)  [Hook] Work the night shift Young, but I'm makin' millions to work the night shift (Work, work the night shift)  [Outro] If you were worried about where I've been or who I saw or What club I went to with the homies Baby don't worry, you know that you got me I'm never worried about where I'm at or who I saw or What club I go to with the homies Baby don't worry, I know that they got me  
Drake|6PM in New York|"  [Verse] Yeah, yeah, oh, you gotta love it Oh, you got—oh, you gotta love it I heard what circulated, let's get to the bottom of it I told 1da send me something and I got it covered Somehow I always rise above it Why you think I got my head in the clouds On my last album cover? The game is all mine and I'm mighty possessive Lil Wayne could not have found him a better successor Every shot you see them take at me, they all contested Allen Iverson shoe deal, these niggas all in question Last night I went to sleep wanting more Tried to decide what direction I should go towards Some nights I wish I could go back in life Not to change shit, just to feel a couple things twice 28 at midnight, wonder what's next for me Longevity, wonder how long they'll check for me Prolly forever if I stay in my zone I speak on this generation, but can't change it alone I heard a little little homie talking reckless in Vibe That's quite a platform you chose You should've kept it inside—oh, you tried It's so childish calling my name on the world stage You need to act your age and not your girl's age It gets worse by the annual, my career's like a How-To manual So I guess it's understandable, man Oh, you gotta love it, you gotta love it, yeah I know rappers that call Paparazzi to come and get 'em To show they outfits off, guess they need the attention I remember when it used to be music that did it But then again times have changed, man, who are we kiddin'? I'm managed by my friends that I grew up with I'd rather give that 15% to people I fuck with If me and Future hadn't made it with this rappin' We prolly be out in Silicon tryna get our billions on But here we are, yeah Lately, I feel the haters eatin' away at my confidence They scream out my failures And whisper my accomplishments Bitches alter my messages like we had words And stories 'bout my life hit the net like a bad serve Bitter women I'm overtextin' are PMSing Crazy this year—fuckin' with my image I've been tryna reach the youth so I can save 'em this year Fuck it, I guess I gotta wait til next year And I heard someone say something that stuck with me a lot 'Bout how we need protection from those protectin' the block Nobody lookin' out for nobody Maybe we should try and help somebody or be somebody Instead of bein' somebody that makes the news So everybody can tweet about it And then they start to R.I.P. about it And four weeks later nobody even speaks about it Damn, I just had to say my piece about it Oh, you gotta love it—but they scared of the truth So back to me showin' out in public, that's a hotter subject I've been whippin' Mercedes and nigga try to budget I gotta make it back to Memphis to check on my cousins Shout out to Ashley, Tasha, Bianca Julia, Ericka, Southern America Part of my heritage, pardon my arrogance Part in my hair again, that's that comeback flow Comeback flow, once I start it's apparent I'm with girl whose ass is so big that's partly embarrassin' But fuck all the blushin' and fuck your discussions And fuck all the judgement Your content so aggressive lately, what's irkin' you? Shit is gettin' so personal in your verses too I wanna prove that I'm number one over all these niggas Bein' number two is just being the first to lose My city dictated music, nobody seein' us Winter here already, but somehow I'm heatin' up Been observin' the game and felt like I've seen enough Let's drop a tape on these niggas then we'll see what's up Yeah, boy, you rappin' like you seen it all You rappin' like the throne should be the three of y'all ""Best I Ever Had"" seems like a decade ago Decadent flow and I still got a decade to go Oh please, take it ease, where's the love and the peace Why you rappin' like you come from the streets? I got a backyard where money seems to come from the trees And I'm never ever scared to get some blood on my leaves Phantom slidin' like the shit just hit a puddle of grease I cook the beef well done on the double with cheese Special order for anybody that's comin' for me Shit you probably flinch if somebody sneeze You see they got me back talkin' like it's just 40, Oli, and me Cuttin' all loose ends, I be the barber for free I'm almost at four minutes going off on the beat Feel like I'm in the Malibu that had the cloth on the seats Man, oh, you gotta love it And on top of that it's getting harder to eat Rappers downgrading houses, putting cars on the lease To think labels said they had a problem marketing me And now it's everybody else that's getting hard to believe But man, oh, you gotta love it And head to toe I'm Prada covered I know your girl well, just not in public Blame the city, I'm a product of it Young nigga from the city—you gotta love it  "
Drake|9|"  [Intro] Yeah, for the dogs dem, you know Man when shit gets like this, man the whole city Shit's crazy right now, and shit ain't gonna stop Know shit gonna get a lot more worse before it get any better  [Verse 1] Look, momma hit my phone and said rap's no good Better than her telling me the check's no good Now they wanna act like I do no good Funny 'cause I really did more than I should I made a decision last night that I would die for it Just to show the city what it takes to be alive for it Can't get me on the line So they hang me out to dry for it You know 40 wants peace But I'm down to cut ties for it And I can't sleep these days unless I take one If they don't have a story these days, they'll make one Life is always on, man, I never get a break from it Doesn't matter where I go I can never get away from it They give me loyalty and I don't gotta pay for it Same way, breads gotta break for it Keeping people fed is my only peace of mind now And I turn the six upside down, it's a nine now I made a decision last night that I would die for it  [Chorus] (Dying, yeah, yeah, gangstas, gangstas, gangstas...) (Dying, yeah, yeah, gangstas, gangstas, gangstas...) (Dying, yeah, yeah, gangstas, gangstas, gangstas...) (Dying, yeah, yeah, gangstas, gangstas, gangstas...)  [Verse 2] All these hand outs, man it's getting outta hand I'ma start telling niggas ""Get it how you can"" I got it right now so I'm everybody's friend If I ever lose I bet we never speak again I made a decision last night that I'd die for it Just to show the city what it takes to be alive for it First place, first place, man we can't be tied for it I only drove it five times, paid 1.5  for it Keychain go jang-a-lang, I wanna do major things MJ in every way, I just don't fade away Six upside down, it's a nine now Like Mannie, like Stunna, man, shit is big time now And I made a decision last night that I would die for it  [Chorus] (Dying, yeah, yeah, gangstas, gangstas, gangstas...) (Dying, yeah, yeah, gangstas, gangstas, gangstas...) (Dying, yeah, yeah, gangstas, gangstas, gangstas...) (Dying, yeah, yeah, gangstas, gangstas, gangstas...)  [Outro] Make me feel the same way that I did to you Trust me when I say I thought it all through Trust me when I say that shit is old moves God made himself a way from me to you Tried to kill me but they still want the Views Tried to kill me but they still want the Views Tried to kill me but I am very much alive on the six side Yeah, I said I am very much alive on the six side I said I am....  "
Drake|9AM in Dallas|"  [Verse] These are my One St. Thomas flows Me, my niggas and some Madonna hoes That look just like virgins but trust they down to go Discussing life and all our common goals Smart kids that smoke weed, honor roll Look how the champagne diamonds glow Fine dining pour another glass when the wine is low I'm in the crib stacking money from here to the ceiling Whatever it is I got, it's clearly appealing These other rappers getting that inferior feeling I hope you feel it in your soul, spiritual healing Take a look at yourself, the mirror's revealing If you ain't got it, you ain't got it the theory is brilliant People ask how music is going, I heard it pays I just came off making two million in 30 days Damn, ""I guess it does"" is what the message was Sometimes I feel I be spending my money just because With Weezy I'm just out here repping us 'til I get to shake the hand of the man that's blessing us Yeah, I know these niggas miss the mean lyrics Kush got the room smelling like teen spirit I ask kindly if no one out here would bring defeat up Until I lose, for now I'm the game's single leader I fly private so no one tells me to bring my seat up And book a suite where me and your favorite singer meet up Who you like, tell me who it is I'mma make sure that that woman is the next one on my list I should call it a night, but fuck it I can't resist This one is for all the niggas from my city trying to diss Without a response from me you really fail to exist And I love to see you fail, that feeling there is the shit I swear, pussy nigga get your bread up Enjoy the seat that the stewardess just forced your ass to let up Why your scary ass looking down, pick ya head up No one told you your disguise was the most ridiculous get-up? With nose-plugs in now, I can smell the set-up So you just wasting your time, you only making me better, yeah I try to tell them don't judge me because you heard stuff Chase N. Cash that's my brother from the Surf Club Damn, that nigga always kept it so hood Back when we would smoke good at the Oakwoods And have girls fall through like coins in the couch Now we just fucking all the bitches they warned us about Scared for the first time, everything just clicked What if I don't really do the numbers they predict? Considering the fact that I'm the one that they just picked To write a chapter in history, this shit has got me sick But if I really do it don't expect to get a split Cause this truly is some shit I don't expect for y'all to get I'm nervous but I'mma kill it cause they 'bout to let the realest team in Throwing up in the huddle nigga, Willie Beamen But still throwing touchdown passes In tortoise frame glasses, hopin' that someone catch it People say that old Drake, we startin' to miss it But they need to be a little more specific Is this what y'all want? In my best Chris Tucker impression Ducking your questions, fuck your suggestions Money gets all of my love and affection Cars all black like the cover of Essence I'm allergic to coming in second but I never sneeze Y.M.O.E. nigga, yeah  [Outro] Uh, yeah, this what yall want Octobers Very Own Young Money ATF Thank me later in this bitch wasssup Free Weezy in this bitch wasup June 15th in this bitch wasup Noel That’s it Ahhhhhh  "
Drake|About the Game (Remix)|  (feat. Trey Songz)  [DRAKE:] It's Southern Smoke Boy ! Ho, Yeah, Uh huh It's Trey Songz and uh, D-R-A-K-K-E Ahahaha, the boy of summer are here man Ayo Trey, I got something mean for this one boy  [VERSE 1: DRAKE] Chances Are Most of the day you was lying around I made money thats why these girls eyeing me down By nineteen i might seem desitend for millions Promoters on my ass so im guessing they filled In i take q's from my big boy popz I 'm the only young dude that the big boys watch They getting foul on the star But its all eyes on me like im coppin some vows for the bar Get it guess not picture me not strive To land in the top ten slip in the top five Same thing in the top four trust im hot boy Maybe even the top three Trey you got me Now a day i peep they intrests Specialy when lifes bringing them pain and lately they been stressed Money making brothers should take notes See broke niggas is the problem and us is the scape goat Some body get the waiter they need a second plate a This knowledge if you ain't got it you could catch it later My money then lovers seperate for I commit the date up I put a split in the middle then i seperater  [Chorus: TREY SONGZ] It ain't about the rims on my truck Ain't about the ice on my watch Ain't about teh coop of my truck Baby its about the Game  [VERSE 2:] Ridin' low Layed back in the seat when I creep That's just how I roll With some fresh nice ones on my feet That's it goes And I'm tryin' to find a chick I can meet who ain't about the dough Cause it ain't all about that no more  [Chorus: TREY SONGZ] It ain't about the rims on my truck Ain't about the ice on my watch Ain't about teh coop of my truck Baby its about the Game  It ain't about the shoes that I've got Ain't about my dough or my rocks Ain't the life I live, it don't stop Baby it's about the game  [VERSE 3: TREY SONGZ] When you ask why I'm hustlin' in the streets that's just who I be Yo, I live for the dough, for the flow, for feelin' free Ain't too many other dudes you can choose to get this luxury But without it all I'm still about the game  [BRIDGE:] The haters wanna hate, but it ain't nothing Because the ladies choose to love me (they love me for what I do)  [Chorus x2: TREY SONGZ] It ain't about the rims on my truck Ain't about the ice on my watch Ain't about teh coop of my truck Baby its about the Game  It ain't about the shoes that I've got Ain't about my dough or my rocks Ain't the life I live, it don't stop Baby it's about the game  [VERSE 4:] Ridin' low Layed back in the seat when I creep That's just how I roll With some fresh nice ones on my feet That's it goes And I'm tryin' to find a chick I can meet who ain't about the dough Cause it ain't all about that no more  [BRIDGE:] The haters wanna hate, but it ain't nothing Because the ladies choose to love me (they love me for what I do)  [Chorus x2: TREY SONGZ] It ain't about the rims on my truck Ain't about the ice on my watch Ain't about teh coop of my truck Baby its about the Game  It ain't about the shoes that I've got Ain't about my dough or my rocks Ain't the life I live, it don't stop Baby it's about the game  
Drake|A Little Favour (GQ Freestyle)|  Diamonds hang around my neck, the crib is all finished No love for these bitches I said this year it’s all business It is a shame that a couple of ‘em are off limits No offence to my nigga, it’s just the industry is small We all lust for the same women You know the ones we saw before we came in it I know he ain't trippin’ I know I got a couple things that Lil’ Wayne dipped in Ain't ashamed to admit it, I be the same with it This shit is all about hits and misses The ones that you fuck and the ones that you wife up Don’t let them fuck your life up Half a mill to perform, I can’t let them fuck that shit up Plus I love the way my middle name looks when it’s lit up Jim Moore got me dressing like a leading man A little favour for a friend when I need a hand Young Frank, suits cut right always Just got a couple Warhol’s for my hallways New verses crush the hood like I’m driving into something Bitches on the kid like I’m Iverson of something Like a Sixer, since I sold 680 in my first Drizzy Drake, the only one that got the gift without the curse Swag!  
Drake|4PM in Calabasas|"  [Verse] Yeah, all you self promoters are janky We established like the Yankees This whole fuckin' game thankless We movin' militant but somehow you the one tankin' No limit to where I can take it And you know me as a Cris bottle sender Check picker-upper I thought we looked out for one another Saw us all as brothers in the struggle Too blessed to be humble I guess it's different in the city I come from All the sudden, I got people Showing how much they truly resent me They whole demeanor just spells envy, they tryna tempt me The higher I get, the less they accept me Even had the OG's tryna press me, ""Ha-ha-ha, ha"" No way out 'cause I'm already in it I'm not attending when I do a show and get a ticket Good business can clean millions, I got the vision I been had it since No Scrubs and No Pigeons Even back when I wasn't as poppin' When they told me take an R&B nigga on the road And I told 'em no and drew for Kendrick and Rocky I tried to make the right choices with the world watching ""Mike never tried to rap like Pac Pac never tried to sing like Mike"" Those my dad's words to me When I asked him how to make it in life And I always said my mother gave the greatest advice Look at me now, they look at me like the golden child Can't nobody hold me down, especially not right now Certain shit is just too wild to reconcile Take that, take that, no love in they heart so they fake that DiCaprio level the way they play that Damn, nigga, what is that? Y'all don't hear no songs, then hit my phone like you did that And you even hit my line like, ""Where you been at?"" It's always on some shit like— ""When can I get a favor?"" or ""Where my bitch at?"" Like I'm about to tell you where she been at Costa Careyes, I got her kidnapped She ain't sorry and I ain't sorry, it's too late for sorry Green, White, and Red on my body 'Cause I'm dipped in Ferrari All she wanna do is get high and listen to PARTY She complain, I tell the driver to drop her at Barneys My summer diet is just Rosé and calamari Look, now you got me started I'm the black sheep, rest in peace to Chris Farley I got a lot to lose 'cause in every situation I'm the bigger artist Always gotta play it smarter Y'all shook up, I'm here on the cookup Cameras pointing every time I look up That's why I gotta duck behind Chubb's shoulder Just to hit the Kush up—sponsorship dollars is sky high He be like, ""Drake, will you please stop smoking la la?"" Chubbs, why try? I'm a thug, I'ma die high Got the Rose pink tinted lenses, it's a Wednesday Architects takin' dimensions, they redoin' the entrance Yeah, redoin' the entrance Kinda like when you niggas drop On some again and again shit And you still never quite get it Meantime, Drizzy over there, tryna make you— Make you dance to this, yeah, I make you dance to this I rode big body, widebody, Calabasas road winder Sunshinin', waxed tires See Kris Jenner, I beep twice and I wave The rest of you boys, I blow Keysh right in your face Pistol by my bed, I'm sleep but I'm awake For that one night when niggas try and reach inside my safe Don't push me 'cause I'm way too uneasy nowadays These guys move so greezy nowadays I tell you my life and y'all don't believe me when I say it Save my stories for down the line I'm too ahead of the curve every time Just total the hits and see what you find You SWV 'cause you weak And I'm always, always on your mind  [Outro] Yeah, and we can't stop Make you dance to this I'ma make you One Dance to this A-ha-ha-ha, ha Bod breed, bod bwoi  "
Drake|5AM in Toronto|"  [Intro] Yeah, this on some ""old Tommy Campos Dice Raw” shit You know? For my niggas, though  [Verse] You underestimated greatly Most number ones ever, how long did it really take me? The part I love most is they need me more than they hate me So they never take shots, I got everybody on safety I could load every gun with bullets that fire backwards You probably wouldn't lose a single rapper Niggas make threats, can't hear 'em over the laughter Yeah, that's 'cause I'm headed to the bank, nigga Sinatra lifestyle, I'm just bein' frank with ya I mean, where you think she at when she ain't with ya? Wildin', doin' shit that's way out of your budget Owl sweaters inside her luggage, you gotta love it Damn, this shit could go on a tape Bitches lovin' my drive, I never give it a break Give these niggas the look, the verse, and even the hook That's why every song sound like Drake featurin' Drake Str8, Y pree? Why is it always me? Got us watchin' our words like there's wire taps on the team 'Cause I show love, never get the same outta niggas Guess it's funny how money can make change outta niggas For real, some nobody started feelin' himself A couple somebodies started killin' themself A couple albums dropped, those are still on the shelf I bet them shits would have popped if I was willin' to help I got a gold trophy from the committee for validation Bad press during the summer over allegations I ain't lyin', my nigga, my time is money That's why I ain't got time for a nigga whose time is coming A lot of niggas PR stuntin' like that's the movement And I'm the only nigga still known for the music I swear, fuck them niggas this year, I made Forbes list Nigga, fuck your list, everything's lookin' gorgeous Without me, rap is just a bunch of orphans But if I stay, then this shit is a bunch of corpses And me and my dread nigga from New Orleans Stashin' money like hoarders off multi-platinum recordings Eatin' like I’m seated at Swish, Sotto, and Joso's Nothing Was The Same, this shit for Ezee and Coco This shit for Karim, this shit for Jaevon, this shit for Julius, Milly Mill Boy, we do this shit for real All them boys in my will, all them boys is my Wills Anything happen to pop, then I got you like Uncle Phil Weezy been on that edge, you niggas just need to chill If anything happen to Papi, might pop a nigga for real Comin' live from the screwface, livin' out a suitcase But I'm feelin' good, Johnny got me pushin' two plates My weight up, I refused to wait up, I started a new race It's funny when you think a nigga blew up after Lupe Niggas treat me like I've been here for 10 Some niggas been here for a couple, never been here again I'm on my King James shit, I'm tryin’ to win here again A young nigga tryin' to win here again — man, what's up?  [Outro] Yeah, a young nigga tryin' to win here again If I like her, I just fly her to the city I'm in I got her drinkin' with your boy I got her fucked up, shorty, aww yeah  "
